1425 473 -0.014406798640821672 0.4138531701669079 -0.06111226953067728
1485 1091 0.08407924420627691 -0.32495270634938356 0.011049122249876753
1524 916 -0.07940262270197107 0.021258149950074356 0.1592842529999735
1424 946 -0.027472062057884272 -0.15985556100036735 0.07332016954323561
1404 557 -0.013256229787174334 0.28597428437251105 -0.06756187142920411
1445 1173 0.28104255097906344 -0.5827970847132538 -0.3164447005918366
1424 737 0.016614494262195856 0.06429354562400791 -0.1058110120686071
1424 1128 0.010127268499303121 -0.3867188862492861 0.1570214044615892
1504 627 -0.09034330787481232 0.3204552964635541 0.072577726112808
1524 978 -0.044407187620960686 -0.07579906212979881 0.12255771175259389
1524 1001 0.03287587399936023 -0.14426039423033532 0.048033410514579655
1485 903 0.04096967930665571 -0.07742336708342279 -0.07310636361911316
1524 1019 0.1411654681188324 -0.2221066408093404 -0.15029689345314767
1404 889 -0.011058117700553483 -0.12834475726928773 0.018222796068557368
1484 924 -0.04519895243378952 -0.05737682445009207 0.09696139611028054
1524 647 -0.10965827704858094 0.32779965993608084 0.1357455336435377
1425 533 -0.00287840819787899 0.33612107750171094 -0.07776246351642246
1504 569 -0.087656892973214 0.3869408388110007 0.07658331554149189
1464 903 -0.015502225157752236 -0.07655126133331369 0.023973742999812142
1404 701 0.034961807985745275 0.07949041402146007 -0.14323491596485483
